protocol	frame_budget	model	split	phase	cells	unique_scenes	total_frames	total_scored_frames	hota_mean	hota_median	deta_mean	deta_median	assa_mean	assa_median	idf1_mean	idf1_median	mota_mean	mota_median	idsw_mean	idsw_median	idsw_total	latency_median_ms	latency_p95_ms	throughput_median_fps	peak_gpu_memory_allocated_mb_max	peak_gpu_memory_reserved_mb_max	parameter_count_max	total_wall_time_s
mos	250	sam2-plus	easy	0	33	33	8250	8217	0.9690177798890895	0.9760642467518581	0.9644538894648499	0.9736831911913088	0.974096433864002	0.9786062679121994	0.9963138322246398	1.0	0.9926268850512638	1.0	0.0	0.0	0.0	110.38282583467662	115.91151114553213	9.059380319704148	2448.56494140625	2704.0	101205890	1303.6085577178746
mos	250	sam2-plus	easy	1	33	33	8250	8217	0.9207458340005631	0.9353826923793437	0.8989780952262998	0.9304288024593205	0.9453200537860625	0.950784424458616	0.9644178642589412	0.9879448909299655	0.9301129518899547	0.9758897818599311	0.12121212121212122	0.0	4.0	109.37560419552028	115.70205790922046	9.142806637322852	2448.47119140625	2704.0	101205890	1279.1900338251144
mos	250	sam2-plus	easy	2	33	33	8250	8217	0.9636671766851133	0.9738912762652788	0.9572093535761546	0.971553485454696	0.970556818999669	0.9764065453975637	0.9917480290609346	1.0	0.9838369288670307	1.0	0.15151515151515152	0.0	5.0	109.35189202427864	113.44546834006906	9.144789189179981	2448.37744140625	2744.0	101205890	1303.5130537583027
mos	250	sam2-plus	hard	0	34	34	8500	8466	0.9375164597832084	0.9448273111805272	0.9246509371899327	0.930968186824864	0.9516749283597499	0.9608049598036086	0.9796535930345601	0.9942548470807755	0.9595500910342671	0.9884937834119263	0.7941176470588235	0.0	27.0	110.65508204046637	119.41462010145187	9.03709157701071	2448.76806640625	2726.0	101205890	1357.0386774656363
mos	250	sam2-plus	hard	1	34	34	8500	8466	0.8519769991456964	0.8544835650570177	0.8152925420987527	0.8356197055551496	0.8948397252434053	0.8919493116424482	0.906576545726071	0.9406994332367467	0.8233099026510031	0.8820271348549631	2.735294117647059	0.0	93.0	111.05601151939481	118.88166374992579	9.004477123382525	2449.76806640625	2740.0	101205890	1338.1465162897948
mos	250	sam2-plus	hard	2	34	34	8500	8466	0.9514239550997277	0.9635019344250982	0.9439071445026866	0.9610563583361018	0.9593890039712285	0.9656568193456923	0.9870315942747089	0.9988519766638615	0.974907767272696	0.9977036223712585	0.47058823529411764	0.0	16.0	111.48199753370136	118.97768024355173	8.97005828339621	2448.56494140625	2718.0	101205890	1358.0048887608573
mos	250	sam2-plus	medium	0	33	33	8250	8217	0.9550714530615813	0.9706443958076124	0.945323076209795	0.9682747462037229	0.9657374165403204	0.9745069148601135	0.9832278371370832	0.9994262765347103	0.9673046204381407	0.9988525530694206	0.45454545454545453	0.0	15.0	107.73339285515249	114.94515500962734	9.28217308949417	2635.66650390625	2844.0	101205890	1318.2499685848597
mos	250	sam2-plus	medium	1	33	33	8250	8217	0.8994883762295728	0.9250826914317895	0.8699224395102162	0.9177963539666507	0.9335274597121207	0.9486936420516908	0.9431621493230096	0.9870652486346652	0.8924850216980166	0.9741230592294422	0.6666666666666666	0.0	22.0	107.277950970456	115.05562448874116	9.321579979425564	2631.16162109375	2864.0	101205890	1277.713009758154
mos	250	sam2-plus	medium	2	33	33	8250	8217	0.9556078529810134	0.9672825284535967	0.9487902544157458	0.9651923749897431	0.9628250126410468	0.9717323945520827	0.9881925723140836	0.9994262765347103	0.9771852752825447	0.9988525530694206	0.09090909090909091	0.0	3.0	107.35797393135726	113.56383245438337	9.314631818959082	2637.59912109375	2804.0	101205890	1289.755708904937
mos	250	sam2long	easy	0	33	33	8250	8217	0.9850238352094889	0.9888201528421161	0.9834069463391804	0.9884111869496714	0.9867291861540756	0.9896150484038194	0.9991132366604403	1.0	0.9982263533746893	1.0	0.0	0.0	0.0	714.4823339234769	958.1545325663749	1.3996147315618623	2758.02783203125	3128.0	224446642	6221.2026571778115
mos	250	sam2long	easy	1	33	33	8250	8217	0.9610266372293373	0.9690551861903677	0.9529099113951087	0.9674272561524087	0.9701105819933978	0.9736582013595407	0.9881865190938379	0.9982658959537573	0.978014978797393	0.9965277777777778	0.12121212121212122	0.0	4.0	716.5900116906049	898.1130711719334	1.3954981002885654	2752.77783203125	3128.0	224446642	6151.745587382931
mos	250	sam2long	easy	2	33	33	8250	8217	0.9840662739565447	0.9859071618317797	0.982737351467866	0.9849649242703716	0.9854488633677345	0.9868723205070781	0.9989288326400293	1.0	0.9978749944543667	1.0	0.15151515151515152	0.0	5.0	710.9485518628634	920.6002781513599	1.40657154076726	2749.54345703125	3128.0	224446642	6214.590445340844
mos	250	sam2long	hard	0	34	34	8500	8466	0.9649943010922447	0.9748541219692219	0.9600613751079059	0.9729692042521474	0.9701664090322443	0.9768060298966694	0.9895253294592012	0.9978482489087319	0.9791628703788393	0.9956959212938353	1.0	0.0	34.0	699.3069936924363	714.2816359775671	1.4299872025280052	2751.84033203125	3128.0	224446642	5947.848727119621
mos	250	sam2long	hard	1	34	34	8500	8466	0.8925764203001066	0.8999812835324308	0.868262828539037	0.8800512282659876	0.919284183534047	0.9235026197110484	0.9439634799846279	0.9594859985445265	0.891538194459553	0.9191957233134943	2.3823529411764706	0.0	81.0	696.5968043610724	706.6108392357048	1.435550656964966	2752.85595703125	3128.0	224446642	5854.313064448768
mos	250	sam2long	hard	2	34	34	8500	8466	0.962210321342292	0.9717664773704142	0.9561172081416318	0.9687507594807626	0.9685822179680176	0.9743162106657132	0.989736812667755	0.9976961261193844	0.9801483315146882	0.9953912434624144	0.4117647058823529	0.0	14.0	696.3739729599548	706.6308927477756	1.4360102125086975	2751.19970703125	3128.0	224446642	5953.780582492705
mos	250	sam2long	medium	0	33	33	8250	8217	0.9698168945944357	0.9835469050976671	0.9627965336709675	0.9820861061551532	0.9774827933795965	0.9854607023508876	0.9863918094018433	0.9994262765347103	0.9732272936437945	0.9988525530694206	0.9393939393939394	0.0	31.0	696.7034106344793	737.4870058081775	1.4353309955656917	2753.15283203125	3128.0	224446642	5847.145011548186
mos	250	sam2long	medium	1	33	33	8250	8217	0.9382622850451656	0.9481879624025842	0.9211502231371695	0.941284637512928	0.9569580827725249	0.9654119096999638	0.9711961194615076	0.9922480620155039	0.945870283940629	0.9844916714531878	0.7575757575757576	0.0	25.0	684.1642956266247	744.1306126446101	1.4616372213403828	2755.19970703125	3128.0	224446642	5673.0973288235255
mos	250	sam2long	medium	2	33	33	8250	8217	0.9803953007096882	0.9842043396753164	0.9785717528144333	0.9831576931568528	0.982291120043562	0.9848874159115727	0.9974047833695557	0.9994262765347103	0.9947986036806825	0.9988525530694206	0.06060606060606061	0.0	2.0	692.2284672335987	755.807357378693	1.444609760122074	2755.59033203125	3128.0	224446642	5834.649920760654
mos	250	xmem	easy	0	33	33	8250	8217	0.9543521233761062	0.9626417838223429	0.9480382419318706	0.9602839937773532	0.9614252038934114	0.9669849693512677	0.9957051627812089	1.0	0.9914104550963301	1.0	0.0	0.0	0.0	18.401817185804248	19.18614530004561	54.342459220355266	1065.60107421875	1440.0	62185224	334.5888238865882
mos	250	xmem	easy	1	33	33	8250	8217	0.8855792274456152	0.8935684593919122	0.8569355210990223	0.8803402548193592	0.9178542006716283	0.9216694265384158	0.9392069634988021	0.9704176334106729	0.8852731397628714	0.9412103746397694	0.21212121212121213	0.0	7.0	18.455618992447853	19.110816065222025	54.18404012399724	1065.60107421875	1440.0	62185224	321.2763023755979
mos	250	xmem	easy	2	33	33	8250	8217	0.9626079347454709	0.9644074069363124	0.9587173604689141	0.9603685828994065	0.9668206908300276	0.9689490620160264	0.9968826875749915	1.0	0.9937853655530567	1.0	0.09090909090909091	0.0	3.0	18.20554700680077	19.091020710766315	54.92831386095925	1065.60107421875	1440.0	62185224	314.4336843644269
mos	250	xmem	hard	0	34	34	8500	8466	0.8963419740558225	0.9082313266848383	0.8756896214817718	0.8876317964172096	0.919280381038444	0.9251313870703614	0.9616319019515792	0.9818213669819978	0.9240644621660651	0.9638075563803794	0.5882352941176471	0.0	20.0	18.288290011696517	18.871104798745364	54.67989449870876	1063.53173828125	1490.0	62185224	332.6477209001314
mos	250	xmem	hard	1	34	34	8500	8466	0.8086854640575515	0.8024179392341939	0.7671130493283784	0.7616625178709355	0.8579581539087123	0.8528996614382822	0.882337523056184	0.9077000097392778	0.7816196634228746	0.8172720410628019	2.7058823529411766	0.0	92.0	17.918074503540993	18.83214268600568	55.809619907514644	1063.77099609375	1490.0	62185224	325.0652234721929
mos	250	xmem	hard	2	34	34	8500	8466	0.9187617820847603	0.918829122996996	0.9041339213654794	0.9097923354317481	0.9349584614309874	0.9347426198764339	0.9748872602597781	0.9867793698816165	0.9508350104109077	0.973602627666645	0.4117647058823529	0.0	14.0	18.2625645538792	18.886367743834853	54.75745175949086	1065.4091796875	1490.0	62185224	335.4765732421074
mos	250	xmem	medium	0	33	33	8250	8217	0.9320478430848506	0.9286837114147195	0.9188423603775484	0.9234541003267556	0.9463489183913806	0.9455759932034106	0.9798974772189651	0.9902467010900746	0.9607640795574153	0.9804934021801491	0.3939393939393939	0.0	13.0	18.679489847272635	19.111722242087126	53.534652615044976	1154.3359375	1536.0	62185224	339.4529632278718
mos	250	xmem	medium	1	33	33	8250	8217	0.8421819096807216	0.8539201459135278	0.7971907482191799	0.8125625023854701	0.8943305159112774	0.9055529150478967	0.903389944971309	0.9257071806030464	0.8174537405860917	0.861288450377249	0.8484848484848485	0.0	28.0	18.36315984837711	19.244179595261812	54.45685863745163	1155.0732421875	1490.0	62185224	337.5756847963203
mos	250	xmem	medium	2	33	33	8250	8217	0.9529996000774812	0.9646468595030985	0.9478747304581264	0.9605140753993696	0.9585903136802867	0.9691913337484664	0.9948240451645604	0.9985652797704447	0.98964013466672	0.9971313826735514	0.06060606060606061	0.0	2.0	18.501013983041048	19.111909065395594	54.051091519451305	1154.4482421875	1490.0	62185224	334.59473917633295
