model	split	source_file	metric_path	value	source_directory
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.latency_p50_ms	774.33	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.latency_p95_ms	1237.922	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.latency_p99_ms	2496.005	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.peak_cpu_mb	15264.477	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.peak_cuda_mb	2642.336	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.peak_mps_mb		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.gpu_name	NVIDIA RTX 6000 Ada Generation	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.gpu_memory_gb	47.4	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.gpu_count	1	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.cpu_name	x86_64	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.ram_gb	125.5	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.cuda_version	12.8	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.pytorch_version	2.10.0+cu128	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.python_version	3.11.15	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.precision	fp32	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.batch_size	1	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.input_resolution	640x480	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.os	Linux 5.15.0-185-generic	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	rcpe_metrics.json	efficiency.tier3_measured.system_card.driver_version		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	metric_translation_available	False	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.rotation_error_deg	1.0750425317874412	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.translation_angular_deg	15.914799868482671	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.pose_error_max_deg	15.993880496826947	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.auc_5deg	0.07083369675824974	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.auc_10deg	0.20208169792120945	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated.auc_20deg	0.41145806076464597	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.mean	4.5	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.median	4.5	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.std	2.872703810779319	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.p5	0.0	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.p95	9.0	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.ci95_low_t	4.403437730739899	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.ci95_high_t	4.596562269260101	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.ci95_low_boot	4.399705882352941	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.ci95_high_boot	4.599426470588235	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.chain_position.n	3400	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.mean	15.993880496826947	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.median	11.06624215747647	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.std	16.356467366293415	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.p5	2.287809304377473	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.p95	45.655380805910326	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.ci95_low_t	15.607350744791608	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.ci95_high_t	16.380410248862287	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.ci95_low_boot	15.593773505455435	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.ci95_high_boot	16.389106562247328	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.pose_error_max_deg.n	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.mean	1.0750425317874412	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.median	0.8529495135281135	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.std	2.426648456917857	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.p5	0.2519824090529654	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.p95	2.1190544860077036	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.ci95_low_t	1.017696907862417	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.ci95_high_t	1.1323881557124655	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.ci95_low_boot	1.0218224402262879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.ci95_high_boot	1.1342001517251223	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.rotation_error_deg.n	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.mean	15.914799868482671	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.median	11.055276100422232	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.std	16.360415475492946	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.p5	2.1146745550557577	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.p95	45.655380805910326	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.ci95_low_t	15.52817681624774	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.ci95_high_t	16.301422920717602	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.ci95_low_boot	15.519312483220169	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.ci95_high_boot	16.308157403437438	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_angular_deg.n	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.mean	0.0984701256964134	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.median	0.08896022543124325	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.std	0.08332061570408898	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.p5	0.03992431303428551	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.p95	0.14476617958391624	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.ci95_low_t	0.09650112492098303	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.ci95_high_t	0.10043912647184378	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.ci95_low_boot	0.09665090360156102	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.ci95_high_boot	0.10057179021045529	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_error_m.n	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.mean	0.0984701256964134	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.median	0.08896022543124325	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.std	0.08332061570408898	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.p5	0.03992431303428551	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.p95	0.14476617958391624	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.ci95_low_t	0.09650112492098303	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.ci95_high_t	0.10043912647184378	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.ci95_low_boot	0.09665090360156102	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.ci95_high_boot	0.10057179021045529	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	aggregated_with_ci.translation_l2.n	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	auc.auc_5deg	0.07083369675824974	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	auc.auc_10deg	0.20208169792120945	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	auc.auc_20deg	0.41145806076464597	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.rotation_error_deg	1.0815069657606122	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.translation_angular_deg	16.91542613989258	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.pose_error_max_deg	16.98828269666199	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.auc_5deg	0.0644091303091592	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.auc_10deg	0.1888500433400751	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.auc_20deg	0.39518780699219874	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.0.n_pairs	3461	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.rotation_error_deg	1.0684967722844734	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.translation_angular_deg	14.901585261885332	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.pose_error_max_deg	14.986968263465599	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.auc_5deg	0.0773390871854886	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.auc_10deg	0.21547981275599765	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.auc_20deg	0.4279330017554125	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_phase.2.n_pairs	3418	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.rotation_error_deg	1.0750425317874412	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.translation_angular_deg	15.914799868482671	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.pose_error_max_deg	15.993880496826947	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.auc_5deg	0.07083369675824974	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.auc_10deg	0.20208169792120945	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.auc_20deg	0.41145806076464597	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	pose_comprehensive_metrics.json	by_stride.5.n_pairs	6879	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	status	computed	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.phi_wilks	0.9617629277689796	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.phi_pillai	0.9617629277689774	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.phi_conservative	0.9617629277689774	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.p_value	0.7556958642779359	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.n_eff	34	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.K	3	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.s	1	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.wilks_lambda	0.9617629277689796	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi.pillai_V	0.03823707223102253	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi_interpretation	small	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	phi_mixed		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	jedi.jedi	0.17182162204826043	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	jedi.per_phase.clutter	0.15847767346889907	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	jedi.per_phase.clean	0.18516557062762165	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	jedi.n_cells	68	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	jedi.n_out_of_bounds	0	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	metrics_used.__length__	3	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	n_eff	34	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	n_dropped	0	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	notes.__length__	2	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_5deg.clutter	0.0598028360067166	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_5deg.clean	0.0767944122117643	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_10deg.clutter	0.18034100991732277	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_10deg.clean	0.20997837138322986	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_20deg.clutter	0.38713044274999675	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	hard	phi_jedi.json	per_phase_metric_means.auc_20deg.clean	0.4215609838706725	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/hard
dust3r	medium	result.json	task	relative_pose	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	model	DUSt3R-ViTL-512	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	split	medium	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	repo_id	IRVLUTD/RPX	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	num_samples	6715	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	aggregated.rotation_error_deg	1.0366261997703563	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	aggregated.translation_angular_deg	19.124916426091293	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	aggregated.pose_error_max_deg	19.12878580192755	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	aggregated.latency_ms	1129.5228344254467	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	per_sample.__length__	6715	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	robustness.weighted_phase_score		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	robustness.temporal_stability		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	robustness.state_transition		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	robustness.geometric_coherence		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	compute_cost.params_m	571.171	/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
dust3r	medium	result.json	compute_cost.flops_g		/data/narendhiran_rpx/docker-smoke/rcpe-production-dust3r-daf2dd7/dust3r/medium
