protocol	frame_budget	model	directory_split	source_file	metric_path	value	source_directory
mos	250	sam2	easy	result.json	clips	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	dataset.manifest_sha256	0ba018a738383d23df239f1b138669dd1cc8261a730d41cb84ce1bde14f80c4a	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	dataset.repo	IRVLUTD/RPX	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	dataset.revision	2e2a387f7f93e98c177b2e039c141eacda94e5fc	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	evaluator_git_sha	2bb9b919082727eb099f2b0824f97373a32a33d1	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	frames	24750	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	hardware.gpu_compute_capability.__length__	2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	hardware.gpu_name	NVIDIA RTX 6000 Ada Generation	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	hardware.gpu_total_memory_bytes	50865307648	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	hardware.torch_cuda_version	12.8	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	hardware.torch_version	2.7.1+cu128	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	model	sam2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	model_checkpoint.filename	sam2_hiera_large.pt	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	model_checkpoint.repo	facebook/sam2-hiera-large	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	model_checkpoint.revision	e6a8e8809b8f1bfa2238b6d080f3d05cc76bd251	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	model_checkpoint.sha256	7442e4e9b732a508f80e141e7c2913437a3610ee0c77381a66658c3a445df87b	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.assa	0.9833498702467866	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.deta	0.9770452539875396	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.hota	0.9800871189070506	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.idf1	0.9969574272757153	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.idsw	0.0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.0.mota	0.9939146547175447	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.assa	0.9639370717607465	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.deta	0.9386569013442452	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.hota	0.9506772950653466	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.idf1	0.9805525767418451	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.idsw	0.18181818181818182	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.1.mota	0.9631458812817235	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.assa	0.9814831191943628	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.deta	0.9720517336999439	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.hota	0.9766383507946228	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.idf1	0.9939504789217558	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.idsw	0.15151515151515152	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	phase_metrics.2.mota	0.9882055366814713	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	prediction_stats.complete_clip_cache_hits	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	prediction_stats.inferred_clips	0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	prediction_stats.model_propagation_frames	0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.association_iou_threshold	0.5	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.association_representation	tight_boxes_derived_from_instance_masks	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.hota	mean_over_0.05_to_0.95	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.initialization	ground_truth_first_frame_mask	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.metric_implementation	TrackEval	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	protocol.scored_frames	1_to_end (initialization frame excluded)	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	rpx_git_sha	060b74b287a4d766d2fc1d298286527aad5549bb	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	split	easy	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	result.json	task	object_tracking	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	clips	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	dataset.manifest_sha256	0ba018a738383d23df239f1b138669dd1cc8261a730d41cb84ce1bde14f80c4a	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	dataset.repo	IRVLUTD/RPX	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	dataset.revision	2e2a387f7f93e98c177b2e039c141eacda94e5fc	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	evaluator_git_sha	2bb9b919082727eb099f2b0824f97373a32a33d1	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	finished_unix	1786723070.0411506	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	frames	24750	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	hardware.gpu_compute_capability.__length__	2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	hardware.gpu_name	NVIDIA RTX 6000 Ada Generation	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	hardware.gpu_total_memory_bytes	50865307648	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	hardware.torch_cuda_version	12.8	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	hardware.torch_version	2.7.1+cu128	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	model	sam2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	model_checkpoint.filename	sam2_hiera_large.pt	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	model_checkpoint.repo	facebook/sam2-hiera-large	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	model_checkpoint.revision	e6a8e8809b8f1bfa2238b6d080f3d05cc76bd251	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	model_checkpoint.sha256	7442e4e9b732a508f80e141e7c2913437a3610ee0c77381a66658c3a445df87b	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	parameter_count	224430130	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.assa	0.9833498702467866	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.deta	0.9770452539875396	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.hota	0.9800871189070506	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.idf1	0.9969574272757153	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.idsw	0.0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.0.mota	0.9939146547175447	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.assa	0.9639370717607465	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.deta	0.9386569013442452	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.hota	0.9506772950653466	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.idf1	0.9805525767418451	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.idsw	0.18181818181818182	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.1.mota	0.9631458812817235	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.assa	0.9814831191943628	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.deta	0.9720517336999439	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.hota	0.9766383507946228	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.idf1	0.9939504789217558	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.idsw	0.15151515151515152	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	phase_metrics.2.mota	0.9882055366814713	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	pid	115	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	prediction_stats.complete_clip_cache_hits	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	prediction_stats.inferred_clips	0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	prediction_stats.model_propagation_frames	0	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.association_iou_threshold	0.5	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.association_representation	tight_boxes_derived_from_instance_masks	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.hota	mean_over_0.05_to_0.95	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.initialization	ground_truth_first_frame_mask	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.metric_implementation	TrackEval	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	protocol.scored_frames	1_to_end (initialization frame excluded)	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	rpx_git_sha	060b74b287a4d766d2fc1d298286527aad5549bb	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	split	easy	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	started_unix	1786721977.2539027	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	easy	run_metadata.json	task	object_tracking	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/easy
mos	250	sam2	medium	result.json	clips	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	dataset.manifest_sha256	092980d23ee7a30de981c8dbf718cb05be8fa5209cc191bd116fd19439b2e72d	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	dataset.repo	IRVLUTD/RPX	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	dataset.revision	2e2a387f7f93e98c177b2e039c141eacda94e5fc	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	evaluator_git_sha	2bb9b919082727eb099f2b0824f97373a32a33d1	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	frames	24750	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	hardware.gpu_compute_capability.__length__	2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	hardware.gpu_name	NVIDIA RTX 6000 Ada Generation	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	hardware.gpu_total_memory_bytes	50865307648	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	hardware.torch_cuda_version	12.8	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	hardware.torch_version	2.7.1+cu128	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	model	sam2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	model_checkpoint.filename	sam2_hiera_large.pt	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	model_checkpoint.repo	facebook/sam2-hiera-large	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	model_checkpoint.revision	e6a8e8809b8f1bfa2238b6d080f3d05cc76bd251	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	model_checkpoint.sha256	7442e4e9b732a508f80e141e7c2913437a3610ee0c77381a66658c3a445df87b	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.assa	0.9711251951671103	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.deta	0.9566333520470118	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.hota	0.9636297025165792	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.idf1	0.9844830872337966	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.idsw	0.8787878787878788	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.0.mota	0.9696388789158771	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.assa	0.9505734896193666	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.deta	0.9064044158116623	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.hota	0.9274707727680025	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.idf1	0.9612189189636932	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.idsw	0.8484848484848485	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.1.mota	0.927803558895032	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.assa	0.9729038811487131	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.deta	0.9613968165531998	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.hota	0.9669924207925829	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.idf1	0.9885631813231734	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.idsw	0.06060606060606061	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	phase_metrics.2.mota	0.9784475030238114	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	prediction_stats.complete_clip_cache_hits	68	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	prediction_stats.inferred_clips	31	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	prediction_stats.model_propagation_frames	7719	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.association_iou_threshold	0.5	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.association_representation	tight_boxes_derived_from_instance_masks	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.hota	mean_over_0.05_to_0.95	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.initialization	ground_truth_first_frame_mask	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.metric_implementation	TrackEval	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	protocol.scored_frames	1_to_end (initialization frame excluded)	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	rpx_git_sha	060b74b287a4d766d2fc1d298286527aad5549bb	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	split	medium	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	result.json	task	object_tracking	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	clips	99	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	dataset.manifest_sha256	092980d23ee7a30de981c8dbf718cb05be8fa5209cc191bd116fd19439b2e72d	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	dataset.repo	IRVLUTD/RPX	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	dataset.revision	2e2a387f7f93e98c177b2e039c141eacda94e5fc	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	evaluator_git_sha	2bb9b919082727eb099f2b0824f97373a32a33d1	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	finished_unix	1786725716.4938242	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	frames	24750	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	hardware.gpu_compute_capability.__length__	2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	hardware.gpu_name	NVIDIA RTX 6000 Ada Generation	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	hardware.gpu_total_memory_bytes	50865307648	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	hardware.torch_cuda_version	12.8	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	hardware.torch_version	2.7.1+cu128	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	model	sam2	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	model_checkpoint.filename	sam2_hiera_large.pt	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	model_checkpoint.repo	facebook/sam2-hiera-large	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	model_checkpoint.revision	e6a8e8809b8f1bfa2238b6d080f3d05cc76bd251	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	model_checkpoint.sha256	7442e4e9b732a508f80e141e7c2913437a3610ee0c77381a66658c3a445df87b	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	parameter_count	224430130	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.assa	0.9711251951671103	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.deta	0.9566333520470118	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.hota	0.9636297025165792	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.idf1	0.9844830872337966	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.idsw	0.8787878787878788	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.0.mota	0.9696388789158771	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.assa	0.9505734896193666	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.deta	0.9064044158116623	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.hota	0.9274707727680025	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.idf1	0.9612189189636932	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.idsw	0.8484848484848485	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.1.mota	0.927803558895032	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.assa	0.9729038811487131	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.deta	0.9613968165531998	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.hota	0.9669924207925829	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.idf1	0.9885631813231734	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.idsw	0.06060606060606061	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	phase_metrics.2.mota	0.9784475030238114	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	pid	274	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	prediction_stats.complete_clip_cache_hits	68	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	prediction_stats.inferred_clips	31	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	prediction_stats.model_propagation_frames	7719	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	protocol.association_iou_threshold	0.5	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	protocol.association_representation	tight_boxes_derived_from_instance_masks	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	protocol.hota	mean_over_0.05_to_0.95	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
mos	250	sam2	medium	run_metadata.json	protocol.initialization	ground_truth_first_frame_mask	/data/narendhiran_rpx/docker-smoke/tracking-production-250/sam2/medium
